Complexity metrics,sexta, 7 nov. 2025 19:17:00 WET
Method,CogC,ev(G),iv(G),v(G)
mindustry.ui.dialogs.SectorSelectDialog.rebuild(),3,1,3,3
"mindustry.ui.dialogs.SectorSelectDialog.show(Planet, Cons<SectorPreset>)",0,1,1,1
"mindustry.ui.dialogs.SettingsMenuDialog.SettingsCategory.SettingsCategory(String, Drawable, Cons<SettingsTable>)",0,1,1,1
mindustry.ui.dialogs.SettingsMenuDialog.SettingsMenuDialog(),96,1,24,24
"mindustry.ui.dialogs.SettingsMenuDialog.SettingsTable.AreaTextSetting.AreaTextSetting(String, String, Cons<String>)",0,1,1,1
mindustry.ui.dialogs.SettingsMenuDialog.SettingsTable.AreaTextSetting.add(SettingsTable),2,1,2,2
"mindustry.ui.dialogs.SettingsMenuDialog.SettingsTable.CheckSetting.CheckSetting(String, boolean, Boolc)",0,1,1,1
mindustry.ui.dialogs.SettingsMenuDialog.SettingsTable.CheckSetting.add(SettingsTable),2,1,2,2
mindustry.ui.dialogs.SettingsMenuDialog.SettingsTable.Setting.Setting(String),2,1,3,3
mindustry.ui.dialogs.SettingsMenuDialog.SettingsTable.Setting.addDesc(Element),0,1,1,1
mindustry.ui.dialogs.SettingsMenuDialog.SettingsTable.SettingsTable(),0,1,1,1
"mindustry.ui.dialogs.SettingsMenuDialog.SettingsTable.SliderSetting.SliderSetting(String, int, int, int, int, StringProcessor)",0,1,1,1
mindustry.ui.dialogs.SettingsMenuDialog.SettingsTable.SliderSetting.add(SettingsTable),0,1,1,1
"mindustry.ui.dialogs.SettingsMenuDialog.SettingsTable.TextSetting.TextSetting(String, String, Cons<String>)",0,1,1,1
mindustry.ui.dialogs.SettingsMenuDialog.SettingsTable.TextSetting.add(SettingsTable),2,1,2,2
"mindustry.ui.dialogs.SettingsMenuDialog.SettingsTable.areaTextPref(String, String)",0,1,1,1
"mindustry.ui.dialogs.SettingsMenuDialog.SettingsTable.areaTextPref(String, String, Cons<String>)",0,1,1,1
"mindustry.ui.dialogs.SettingsMenuDialog.SettingsTable.checkPref(String, boolean)",0,1,1,1
"mindustry.ui.dialogs.SettingsMenuDialog.SettingsTable.checkPref(String, boolean, Boolc)",0,1,1,1
mindustry.ui.dialogs.SettingsMenuDialog.SettingsTable.getSettings(),0,1,1,1
mindustry.ui.dialogs.SettingsMenuDialog.SettingsTable.pref(Setting),0,1,1,1
mindustry.ui.dialogs.SettingsMenuDialog.SettingsTable.rebuild(),7,3,3,5
"mindustry.ui.dialogs.SettingsMenuDialog.SettingsTable.sliderPref(String, int, int, int, StringProcessor)",0,1,1,1
"mindustry.ui.dialogs.SettingsMenuDialog.SettingsTable.sliderPref(String, int, int, int, int, StringProcessor)",0,1,1,1
"mindustry.ui.dialogs.SettingsMenuDialog.SettingsTable.textPref(String, String)",0,1,1,1
"mindustry.ui.dialogs.SettingsMenuDialog.SettingsTable.textPref(String, String, Cons<String>)",0,1,1,1
"mindustry.ui.dialogs.SettingsMenuDialog.addCategory(String, Cons<SettingsTable>)",0,1,1,1
"mindustry.ui.dialogs.SettingsMenuDialog.addCategory(String, Drawable, Cons<SettingsTable>)",0,1,1,1
"mindustry.ui.dialogs.SettingsMenuDialog.addCategory(String, String, Cons<SettingsTable>)",1,1,2,2
mindustry.ui.dialogs.SettingsMenuDialog.addCloseButton(),10,1,4,5
mindustry.ui.dialogs.SettingsMenuDialog.addSettings(),63,1,35,37
mindustry.ui.dialogs.SettingsMenuDialog.back(),0,1,1,1
mindustry.ui.dialogs.SettingsMenuDialog.exportData(Fi),11,1,7,8
mindustry.ui.dialogs.SettingsMenuDialog.getCategories(),0,1,1,1
mindustry.ui.dialogs.SettingsMenuDialog.getLogs(),2,1,3,3
mindustry.ui.dialogs.SettingsMenuDialog.importData(Fi),1,2,1,2
mindustry.ui.dialogs.SettingsMenuDialog.rebuildMenu(),6,1,5,5
mindustry.ui.dialogs.SettingsMenuDialog.visible(int),1,1,2,2
mindustry.ui.dialogs.TraceDialog.TraceDialog(),0,1,1,1
mindustry.ui.dialogs.TraceDialog.copy(String),0,1,1,1
"mindustry.ui.dialogs.TraceDialog.show(Player, TraceInfo)",8,1,3,5
mindustry.ui.fragments.BlockConfigFragment.build(Group),0,1,1,1
mindustry.ui.fragments.BlockConfigFragment.forceHide(),0,1,1,1
mindustry.ui.fragments.BlockConfigFragment.getSelected(),0,1,1,1
mindustry.ui.fragments.BlockConfigFragment.hasConfigMouse(),2,1,3,3
mindustry.ui.fragments.BlockConfigFragment.hideConfig(),1,1,2,2
mindustry.ui.fragments.BlockConfigFragment.isShown(),1,1,1,2
mindustry.ui.fragments.BlockConfigFragment.showConfig(Building),11,2,8,8
mindustry.ui.fragments.BlockInventoryFragment.build(Group),0,1,1,1
mindustry.ui.fragments.BlockInventoryFragment.hide(),1,2,1,2
"mindustry.ui.fragments.BlockInventoryFragment.itemImage(TextureRegion, Prov<CharSequence>)",0,1,1,1
mindustry.ui.fragments.BlockInventoryFragment.rebuild(boolean),64,6,26,35
mindustry.ui.fragments.BlockInventoryFragment.round(float),3,3,1,3
mindustry.ui.fragments.BlockInventoryFragment.showFor(Building),3,3,5,6
mindustry.ui.fragments.BlockInventoryFragment.takeItem(int),4,2,3,4
mindustry.ui.fragments.BlockInventoryFragment.updateTablePosition(),0,1,1,1
mindustry.ui.fragments.ChatFragment.ChatFragment(),28,1,18,18
mindustry.ui.fragments.ChatFragment.ChatMode.ChatMode(String),0,1,1,1
"mindustry.ui.fragments.ChatFragment.ChatMode.ChatMode(String, Boolp)",0,1,1,1
mindustry.ui.fragments.ChatFragment.ChatMode.isValid(),0,1,1,1
mindustry.ui.fragments.ChatFragment.ChatMode.next(),0,1,1,1
mindustry.ui.fragments.ChatFragment.ChatMode.normalizedPrefix(),1,1,1,2
mindustry.ui.fragments.ChatFragment.addMessage(String),2,2,1,3
mindustry.ui.fragments.ChatFragment.build(Group),0,1,1,1
mindustry.ui.fragments.ChatFragment.clearChatInput(),0,1,1,1
mindustry.ui.fragments.ChatFragment.clearMessages(),0,1,1,1
mindustry.ui.fragments.ChatFragment.draw(),12,1,4,12
mindustry.ui.fragments.ChatFragment.handleType(char),13,1,8,9
mindustry.ui.fragments.ChatFragment.hide(),0,1,1,1
mindustry.ui.fragments.ChatFragment.nextMode(),3,1,3,3
"mindustry.ui.fragments.ChatFragment.rect(float, float, float, float)",0,1,1,1
mindustry.ui.fragments.ChatFragment.sendMessage(),5,2,5,6
mindustry.ui.fragments.ChatFragment.setup(),1,1,2,2
mindustry.ui.fragments.ChatFragment.shown(),0,1,1,1
mindustry.ui.fragments.ChatFragment.toggle(),5,1,3,3
mindustry.ui.fragments.ChatFragment.updateChat(),0,1,1,1
mindustry.ui.fragments.ChatFragment.updateCursor(),0,1,1,1
mindustry.ui.fragments.ConsoleFragment.ConsoleFragment(),30,1,21,21
mindustry.ui.fragments.ConsoleFragment.addMessage(String),0,1,1,1
mindustry.ui.fragments.ConsoleFragment.build(Group),0,1,1,1
mindustry.ui.fragments.ConsoleFragment.clearChatInput(),0,1,1,1
mindustry.ui.fragments.ConsoleFragment.clearMessages(),0,1,1,1
mindustry.ui.fragments.ConsoleFragment.draw(),8,1,4,6
mindustry.ui.fragments.ConsoleFragment.hide(),0,1,1,1
mindustry.ui.fragments.ConsoleFragment.injectConsoleVariables(),0,1,1,1
mindustry.ui.fragments.ConsoleFragment.open(),0,1,1,1
"mindustry.ui.fragments.ConsoleFragment.rect(float, float, float, float)",0,1,1,1
mindustry.ui.fragments.ConsoleFragment.sendMessage(),4,3,4,5
mindustry.ui.fragments.ConsoleFragment.setup(),0,1,1,1
mindustry.ui.fragments.ConsoleFragment.shown(),0,1,1,1
mindustry.ui.fragments.ConsoleFragment.toggle(),5,1,3,3
mindustry.ui.fragments.ConsoleFragment.updateChat(),0,1,1,1
mindustry.ui.fragments.FadeInFragment.build(Group),2,1,2,2
mindustry.ui.fragments.HintsFragment.DefaultHint.DefaultHint(Boolp),0,1,1,1
"mindustry.ui.fragments.HintsFragment.DefaultHint.DefaultHint(Boolp, Boolp)",0,1,1,1
"mindustry.ui.fragments.HintsFragment.DefaultHint.DefaultHint(int, Boolp)",0,1,1,1
"mindustry.ui.fragments.HintsFragment.DefaultHint.DefaultHint(int, Boolp, Boolp)",0,1,1,1
mindustry.ui.fragments.HintsFragment.DefaultHint.complete(),0,1,1,1
mindustry.ui.fragments.HintsFragment.DefaultHint.finish(),0,1,1,1
mindustry.ui.fragments.HintsFragment.DefaultHint.finished(),1,1,2,2
mindustry.ui.fragments.HintsFragment.DefaultHint.order(),0,1,1,1
mindustry.ui.fragments.HintsFragment.DefaultHint.show(),2,1,3,3
mindustry.ui.fragments.HintsFragment.DefaultHint.text(),6,1,5,5
mindustry.ui.fragments.HintsFragment.DefaultHint.valid(),3,1,1,4
mindustry.ui.fragments.HintsFragment.Hint.finish(),0,1,1,1
mindustry.ui.fragments.HintsFragment.Hint.finished(),0,1,1,1
mindustry.ui.fragments.HintsFragment.build(Group),30,1,21,22
mindustry.ui.fragments.HintsFragment.checkNext(),5,2,7,8
mindustry.ui.fragments.HintsFragment.complete(),1,2,1,2
mindustry.ui.fragments.HintsFragment.display(Hint),7,2,2,4
mindustry.ui.fragments.HintsFragment.hide(),1,1,2,2
mindustry.ui.fragments.HintsFragment.isSerpulo(),0,1,1,1
mindustry.ui.fragments.HintsFragment.shown(),0,1,1,1
mindustry.ui.fragments.HudFragment.addBlockSelection(Table),14,1,7,8
mindustry.ui.fragments.HudFragment.addInfoTable(Table),35,1,11,12
mindustry.ui.fragments.HudFragment.build(Group),234,11,69,87
mindustry.ui.fragments.HudFragment.canSkipWave(),3,1,7,7
mindustry.ui.fragments.HudFragment.hasToast(),0,1,1,1
mindustry.ui.fragments.HudFragment.makeStatusTable(),124,10,40,54
"mindustry.ui.fragments.HudFragment.rebuildBlockSelection(Table, String)",16,5,10,18
mindustry.ui.fragments.HudFragment.scheduleToast(Runnable),2,1,2,2
mindustry.ui.fragments.HudFragment.setHudText(String),0,1,1,1
"mindustry.ui.fragments.HudFragment.setPlayerTeamEditor(Player, Team)",2,1,3,3
"mindustry.ui.fragments.HudFragment.showToast(Drawable, String)",0,1,1,1
"mindustry.ui.fragments.HudFragment.showToast(Drawable, float, String)",7,2,4,5
mindustry.ui.fragments.HudFragment.showToast(String),0,1,1,1
mindustry.ui.fragments.HudFragment.showUnlock(UnlockableContent),17,4,6,8
mindustry.ui.fragments.HudFragment.toggleHudText(boolean),0,1,1,1
mindustry.ui.fragments.HudFragment.toggleMenus(),3,1,2,3
mindustry.ui.fragments.LoadingFragment.build(Group),0,1,1,1
mindustry.ui.fragments.LoadingFragment.hide(),0,1,1,1
mindustry.ui.fragments.LoadingFragment.setButton(Runnable),0,1,1,1
mindustry.ui.fragments.LoadingFragment.setProgress(Floatp),0,1,1,1
mindustry.ui.fragments.LoadingFragment.setProgress(float),1,1,2,2
mindustry.ui.fragments.LoadingFragment.setText(String),0,1,1,1
mindustry.ui.fragments.LoadingFragment.show(),0,1,1,1
mindustry.ui.fragments.LoadingFragment.show(String),0,1,1,1
mindustry.ui.fragments.LoadingFragment.snapProgress(),0,1,1,1
mindustry.ui.fragments.LoadingFragment.text(String),3,3,3,3
mindustry.ui.fragments.LoadingFragment.toFront(),0,1,1,1
"mindustry.ui.fragments.MenuFragment.MenuButton.MenuButton(String, Drawable, MenuButton...)",1,1,2,2
"mindustry.ui.fragments.MenuFragment.MenuButton.MenuButton(String, Drawable, Runnable)",0,1,1,1
"mindustry.ui.fragments.MenuFragment.MenuButton.MenuButton(String, Drawable, Runnable, MenuButton...)",1,1,2,2
mindustry.ui.fragments.MenuFragment.addButton(MenuButton),0,1,1,1
"mindustry.ui.fragments.MenuFragment.addButton(String, Drawable, Runnable)",0,1,1,1
"mindustry.ui.fragments.MenuFragment.addButton(String, Runnable)",0,1,1,1
mindustry.ui.fragments.MenuFragment.build(Group),29,1,11,12
mindustry.ui.fragments.MenuFragment.buildDesktop(),5,1,2,3
mindustry.ui.fragments.MenuFragment.buildMobile(),17,1,6,9
"mindustry.ui.fragments.MenuFragment.buttons(Table, MenuButton...)",13,3,5,6
mindustry.ui.fragments.MenuFragment.checkPlay(Runnable),2,1,2,2
mindustry.ui.fragments.MenuFragment.fadeInMenu(),0,1,1,1
mindustry.ui.fragments.MenuFragment.fadeOutMenu(),1,2,1,2
mindustry.ui.fragments.MinimapFragment.build(Group),13,1,5,7
mindustry.ui.fragments.MinimapFragment.getRectBounds(),1,1,2,2
mindustry.ui.fragments.MinimapFragment.hide(),0,1,1,1
"mindustry.ui.fragments.MinimapFragment.panTo(float, float)",0,1,1,1
mindustry.ui.fragments.MinimapFragment.shown(),0,1,1,1
mindustry.ui.fragments.MinimapFragment.toggle(),5,1,2,4
mindustry.ui.fragments.PlacementFragment.PlacementFragment(),21,1,9,10
mindustry.ui.fragments.PlacementFragment.build(Group),461,11,73,89
mindustry.ui.fragments.PlacementFragment.getByCategory(Category),1,1,3,3
mindustry.ui.fragments.PlacementFragment.getCategories(),0,1,1,1
mindustry.ui.fragments.PlacementFragment.getSelectedBlock(Category),0,1,1,1
mindustry.ui.fragments.PlacementFragment.getUnlockedByCategory(Category),1,1,3,3
mindustry.ui.fragments.PlacementFragment.gridUpdate(InputHandler),107,12,25,41
mindustry.ui.fragments.PlacementFragment.hasInfoBox(),1,1,1,3
mindustry.ui.fragments.PlacementFragment.hover(),0,1,1,1
mindustry.ui.fragments.PlacementFragment.hovered(),12,6,9,13
mindustry.ui.fragments.PlacementFragment.rebuild(),0,1,1,1
mindustry.ui.fragments.PlacementFragment.unlocked(Block),1,1,4,4
mindustry.ui.fragments.PlacementFragment.updatePick(InputHandler),45,5,18,27
mindustry.ui.fragments.PlanConfigFragment.build(Group),0,1,1,1
mindustry.ui.fragments.PlanConfigFragment.forceHide(),0,1,1,1
mindustry.ui.fragments.PlanConfigFragment.hide(),0,1,1,1
mindustry.ui.fragments.PlanConfigFragment.showConfig(BuildPlan),13,5,6,11
mindustry.ui.fragments.PlayerListFragment.build(Group),12,2,4,6
mindustry.ui.fragments.PlayerListFragment.rebuild(),76,3,29,35
mindustry.ui.fragments.PlayerListFragment.toggle(),2,1,2,2
"mindustry.ui.layout.BranchTreeLayout.ancestor(TreeNode, TreeNode, TreeNode)",1,1,1,2
"mindustry.ui.layout.BranchTreeLayout.apportion(TreeNode, TreeNode, TreeNode, TreeNode)",9,2,5,9
"mindustry.ui.layout.BranchTreeLayout.calcSizeOfLevels(TreeNode, int)",7,1,5,5
mindustry.ui.layout.BranchTreeLayout.executeShifts(TreeNode),1,1,1,2
"mindustry.ui.layout.BranchTreeLayout.firstWalk(TreeNode, TreeNode)",10,1,5,5
mindustry.ui.layout.BranchTreeLayout.getAncestor(TreeNode),1,1,1,2
mindustry.ui.layout.BranchTreeLayout.getBounds(),0,1,1,1
"mindustry.ui.layout.BranchTreeLayout.getDistance(TreeNode, TreeNode)",0,1,1,1
"mindustry.ui.layout.BranchTreeLayout.getGapBetweenNodes(TreeNode, TreeNode)",0,1,1,1
mindustry.ui.layout.BranchTreeLayout.getLevelChangeSign(),2,1,1,3
mindustry.ui.layout.BranchTreeLayout.getLevelCount(),0,1,1,1
mindustry.ui.layout.BranchTreeLayout.getNodeSize(TreeNode),0,1,1,1
mindustry.ui.layout.BranchTreeLayout.getNodeThickness(TreeNode),0,1,1,1
"mindustry.ui.layout.BranchTreeLayout.getNumber(TreeNode, TreeNode)",3,1,1,3
mindustry.ui.layout.BranchTreeLayout.getSizeOfLevel(int),2,3,1,3
"mindustry.ui.layout.BranchTreeLayout.getWidthOrHeightOfNode(TreeNode, boolean)",1,1,2,2
mindustry.ui.layout.BranchTreeLayout.isLevelChangeInYAxis(),1,1,1,2
mindustry.ui.layout.BranchTreeLayout.layout(TreeNode),0,1,1,1
"mindustry.ui.layout.BranchTreeLayout.moveSubtree(TreeNode, TreeNode, TreeNode, float)",0,1,1,1
mindustry.ui.layout.BranchTreeLayout.nextLeft(TreeNode),1,1,1,2
mindustry.ui.layout.BranchTreeLayout.nextRight(TreeNode),1,1,1,2
"mindustry.ui.layout.BranchTreeLayout.secondWalk(TreeNode, float, int, float)",8,1,5,6
"mindustry.ui.layout.BranchTreeLayout.updateBounds(TreeNode, float, float)",4,1,1,5
"mindustry.ui.layout.RadialTreeLayout.bfs(TreeNode, boolean)",12,1,4,7
mindustry.ui.layout.RadialTreeLayout.layout(TreeNode),1,1,2,2
"mindustry.ui.layout.RadialTreeLayout.radialize(TreeNode, float, float, float)",4,1,3,3
mindustry.ui.layout.RowTreeLayout.layout(TreeNode),0,1,1,1
"mindustry.ui.layout.RowTreeLayout.layout(TreeNode, int, IntSeq)",3,1,3,3
mindustry.ui.layout.TreeLayout.TreeNode.calcWidth(),3,3,2,4
mindustry.ui.layout.TreeLayout.TreeNode.isLeaf(),1,1,1,2
mindustry.world.Block.Block(String),0,1,1,1
"mindustry.world.Block.addBar(String, Func<T, Bar>)",0,1,1,1
"mindustry.world.Block.addLiquidBar(Func<T, Liquid>)",10,1,5,5
mindustry.world.Block.addLiquidBar(Liquid),2,1,2,2
mindustry.world.Block.asFloor(),0,1,1,1
"mindustry.world.Block.beforePlaceBegan(Tile, Block)",0,1,1,1
mindustry.world.Block.blockChanged(Tile),0,1,1,1
"mindustry.world.Block.bounds(int, int, Rect)",0,1,1,1
mindustry.world.Block.buildEditorConfig(Table),0,1,1,1
mindustry.world.Block.canBeBuilt(),1,1,1,2
mindustry.world.Block.canBreak(Tile),0,1,1,1
"mindustry.world.Block.canPlaceOn(Tile, Team, int)",0,1,1,1
mindustry.world.Block.canReplace(Block),11,3,1,14
"mindustry.world.Block.changePlacementPath(Seq<Point2>, int)",0,1,1,1
"mindustry.world.Block.changePlacementPath(Seq<Point2>, int, boolean)",0,1,1,1
mindustry.world.Block.checkForceDark(Tile),0,1,1,1
"mindustry.world.Block.config(Class<T>, Cons2<E, T>)",0,1,1,1
mindustry.world.Block.configClear(Cons<E>),0,1,1,1
mindustry.world.Block.configSenseable(),1,1,5,5
mindustry.world.Block.consume(T),1,1,2,2
mindustry.world.Block.consumeCoolant(float),0,1,1,1
"mindustry.world.Block.consumeCoolant(float, boolean, boolean)",0,1,1,1
mindustry.world.Block.consumeItem(Item),0,1,1,1
"mindustry.world.Block.consumeItem(Item, int)",0,1,1,1
mindustry.world.Block.consumeItems(ItemStack...),0,1,1,1
"mindustry.world.Block.consumeLiquid(Liquid, float)",0,1,1,1
mindustry.world.Block.consumeLiquids(LiquidStack...),0,1,1,1
mindustry.world.Block.consumePower(float),0,1,1,1
mindustry.world.Block.consumePowerBuffered(float),0,1,1,1
"mindustry.world.Block.consumePowerCond(float, Boolf<T>)",0,1,1,1
mindustry.world.Block.consumePowerDynamic(Floatf<T>),0,1,1,1
"mindustry.world.Block.consumePowerDynamic(float, Floatf<T>)",0,1,1,1
mindustry.world.Block.consumesItem(Item),0,1,1,1
mindustry.world.Block.consumesLiquid(Liquid),0,1,1,1
mindustry.world.Block.createIcons(MultiPacker),53,1,21,25
mindustry.world.Block.displayShadow(Tile),0,1,1,1
mindustry.world.Block.drawBase(Tile),4,1,3,3
"mindustry.world.Block.drawDefaultPlanRegion(BuildPlan, Eachable<BuildPlan>)",6,1,6,8
mindustry.world.Block.drawEnvironmentLight(Tile),0,1,1,1
"mindustry.world.Block.drawOverlay(float, float, int)",0,1,1,1
"mindustry.world.Block.drawPlace(int, int, int, boolean)",0,1,1,1
"mindustry.world.Block.drawPlaceText(String, int, int, boolean)",2,2,1,3
"mindustry.world.Block.drawPlan(BuildPlan, Eachable<BuildPlan>, boolean)",0,1,1,1
"mindustry.world.Block.drawPlan(BuildPlan, Eachable<BuildPlan>, boolean, float)",2,1,1,3
"mindustry.world.Block.drawPlanConfig(BuildPlan, Eachable<BuildPlan>)",0,1,1,1
"mindustry.world.Block.drawPlanConfigCenter(BuildPlan, Object, String)",0,1,1,1
"mindustry.world.Block.drawPlanConfigCenter(BuildPlan, Object, String, boolean)",7,3,3,6
"mindustry.world.Block.drawPlanConfigTop(BuildPlan, Eachable<BuildPlan>)",0,1,1,1
"mindustry.world.Block.drawPlanRegion(BuildPlan, Eachable<BuildPlan>)",0,1,1,1
"mindustry.world.Block.drawPotentialLinks(int, int)",5,1,3,6
mindustry.world.Block.drawShadow(Tile),1,1,2,2
"mindustry.world.Block.drawSideRegion(TextureRegion, float, float, int)",0,1,1,1
mindustry.world.Block.editorPicked(Tile),0,1,1,1
mindustry.world.Block.environmentBuildable(),0,1,1,1
mindustry.world.Block.findConsumer(Boolf<Consume>),1,1,2,2
"mindustry.world.Block.flipRotation(BuildPlan, boolean)",1,1,2,2
mindustry.world.Block.getConfig(Tile),0,1,1,1
mindustry.world.Block.getContentType(),0,1,1,1
mindustry.world.Block.getDependencies(Cons<UnlockableContent>),9,3,5,6
mindustry.world.Block.getDisplayIcon(Tile),1,1,2,2
mindustry.world.Block.getDisplayName(Tile),1,1,2,2
mindustry.world.Block.getEdges(),0,1,1,1
mindustry.world.Block.getGeneratedIcons(),1,1,2,2
mindustry.world.Block.getInsideEdges(),0,1,1,1
mindustry.world.Block.getPlanConfigs(Seq<UnlockableContent>),2,1,3,3
"mindustry.world.Block.getPlanRegion(BuildPlan, Eachable<BuildPlan>)",0,1,1,1
mindustry.world.Block.getRegionsToOutline(Seq<TextureRegion>),0,1,1,1
"mindustry.world.Block.getReplacement(BuildPlan, Seq<BuildPlan>)",0,1,1,1
mindustry.world.Block.handlePlacementLine(Seq<BuildPlan>),0,1,1,1
mindustry.world.Block.hasBuilding(),1,1,1,2
mindustry.world.Block.hasConsumer(Consume),0,1,1,1
mindustry.world.Block.icons(),3,1,3,4
mindustry.world.Block.init(),33,1,13,28
mindustry.world.Block.initBuilding(),12,1,6,9
mindustry.world.Block.isAccessible(),1,1,1,2
mindustry.world.Block.isAir(),0,1,1,1
mindustry.world.Block.isBanned(),0,1,1,1
mindustry.world.Block.isDarkened(Tile),3,1,4,4
mindustry.world.Block.isFloor(),0,1,1,1
mindustry.world.Block.isHidden(),1,1,2,2
mindustry.world.Block.isMultiblock(),0,1,1,1
mindustry.world.Block.isOverlay(),0,1,1,1
mindustry.world.Block.isPlaceable(),2,1,4,4
mindustry.world.Block.isStatic(),0,1,1,1
mindustry.world.Block.isVisible(),3,1,4,4
"mindustry.world.Block.iterateTaken(int, int, Intc2)",7,1,4,4
mindustry.world.Block.listBars(),0,1,1,1
mindustry.world.Block.load(),12,1,8,8
mindustry.world.Block.logicVisible(),0,1,1,1
mindustry.world.Block.makeIconRegions(),0,1,1,1
mindustry.world.Block.minimapColor(Tile),0,1,1,1
"mindustry.world.Block.nearbySide(int, int, int, int, Point2)",1,1,5,5
mindustry.world.Block.newBuilding(),0,1,1,1
mindustry.world.Block.nextConfig(),2,2,1,3
mindustry.world.Block.onNewPlan(BuildPlan),0,1,1,1
mindustry.world.Block.onPicked(Tile),0,1,1,1
mindustry.world.Block.outputsItems(),0,1,1,1
"mindustry.world.Block.percentSolid(int, int)",3,2,1,3
"mindustry.world.Block.placeBegan(Tile, Block)",0,1,1,1
"mindustry.world.Block.placeBegan(Tile, Block, Unit)",0,1,1,1
"mindustry.world.Block.placeEnded(Tile, Unit, int, Object)",0,1,1,1
mindustry.world.Block.planRotation(int),2,1,1,3
"mindustry.world.Block.pointConfig(Object, Cons<Point2>)",0,1,1,1
mindustry.world.Block.postInit(),11,1,6,6
mindustry.world.Block.removeBar(String),0,1,1,1
mindustry.world.Block.removeConsumer(Consume),1,2,1,2
mindustry.world.Block.removeConsumers(Boolf<Consume>),1,1,1,2
"mindustry.world.Block.requirements(Category, BuildVisibility, ItemStack[])",0,1,1,1
"mindustry.world.Block.requirements(Category, ItemStack[])",0,1,1,1
"mindustry.world.Block.requirements(Category, ItemStack[], boolean)",0,1,1,1
mindustry.world.Block.researchRequirements(),3,3,2,4
mindustry.world.Block.resetGeneratedIcons(),0,1,1,1
"mindustry.world.Block.rotatedOutput(int, int)",0,1,1,1
"mindustry.world.Block.rotatedOutput(int, int, Tile)",0,1,1,1
mindustry.world.Block.sense(Content),8,5,4,5
mindustry.world.Block.sense(LAccess),6,1,3,12
mindustry.world.Block.senseObject(LAccess),1,2,1,2
mindustry.world.Block.setBars(),33,1,13,16
mindustry.world.Block.setStats(),10,1,9,10
"mindustry.world.Block.setupRequirements(Category, BuildVisibility, ItemStack[])",0,1,1,1
"mindustry.world.Block.setupRequirements(Category, ItemStack[])",0,1,1,1
"mindustry.world.Block.sumAttribute(Attribute, int, int)",5,3,3,5
mindustry.world.Block.supportsEnv(int),2,1,1,4
mindustry.world.Block.synthetic(),1,1,1,2
mindustry.world.Block.updateClipRadius(float),0,1,1,1
mindustry.world.Block.variantRegions(),1,1,1,2
"mindustry.world.Build.beginBreak(Unit, Team, int, int)",7,3,6,8
"mindustry.world.Build.beginPlace(Unit, Block, Team, int, int, int, Object)",24,6,23,27
"mindustry.world.Build.checkNoUnitOverlap(Block, int, int)",2,1,2,3
"mindustry.world.Build.contactsGround(int, int, Block)",14,6,6,8
"mindustry.world.Build.contactsShallows(int, int, Block)",21,8,9,12
"mindustry.world.Build.getEnemyOverlap(Block, Team, int, int)",0,1,1,1
"mindustry.world.Build.validBreak(Team, int, int)",3,1,6,6
